country,code,territory_code,region,year,total_population ,hospials_per_capita,cases_per_100k,total_cases,m_0to14_cases,m_15to34_cases,m_35to54_cases,m_55plus_cases,total_male_cases,f_0to14_cases,f_15to34_cases,f_35to54_cases,f_55plus_cases,total_female_cases,recovery_rate,economic_impact,case_severity,time_interval,prevelance_detection,prevelance_per_100k_ex_HIV,total_prevelance_ex_HIV,prevelance_per_100k_in_HIV,total_prevelance_in_HIV,death_detection,incidence_per_100k,total_incidence,incidence_per_100k_pos_HIV,total_incidence_pos_HIV,total_detection_rate
United Republic of Tanzania,TZA,834,AFR,1997,31586039,9.35,222,70000,2273,6969,13009,17264,39515,2274,5821,9383,13008,30485,82.77,high,severe,Early Detection,predicted,19,6100,39,12000,Indirect,229,72000,116,37000,64
United Republic of Tanzania,TZA,834,AFR,1998,32378333,9.1,222,72000,2382,6616,10733,14503,34235,3187,7108,11766,15704,37765,88.39,medium,mild,Advanced Infection,predicted,18,5900,38,12000,Indirect,233,76000,120,39000,68
United Republic of Tanzania,TZA,834,AFR,1999,33183093,8.21,222,74000,2642,7922,11840,15574,37979,2267,6635,10794,16326,36021,74.73,low,mild,Recovery,predicted,18,5800,38,12000,Indirect,236,78000,123,41000,67
United Republic of Tanzania,TZA,834,AFR,2000,34020512,8.89,221,75000,1934,6473,10944,14940,34291,3153,7951,12271,17334,40709,99.57,high,mild,Recovery,predicted,17,5800,37,13000,Indirect,238,81000,124,42000,67
United Republic of Tanzania,TZA,834,AFR,2001,34895398,2.07,220,77000,2673,7499,12773,19233,42177,2689,7012,10966,14157,34823,52.19,medium,severe,Recovery,predicted,17,5800,36,12000,Indirect,237,83000,122,43000,75
United Republic of Tanzania,TZA,834,AFR,2002,35806497,2.91,217,78000,3070,7739,12396,16525,39730,2129,7656,11691,16793,38270,61.72,high,severe,Advanced Infection,predicted,16,5900,34,12000,Indirect,234,84000,119,43000,72
United Republic of Tanzania,TZA,834,AFR,2003,36760831,2.96,213,78000,3492,9361,13794,19960,46607,2375,6142,9643,13232,31393,69.83,medium,mild,Advanced Infection,predicted,16,5800,32,12000,Indirect,229,84000,115,42000,76
United Republic of Tanzania,TZA,834,AFR,2004,37765139,3.83,209,79000,3625,9675,13804,18205,45309,1811,6107,10401,15372,33691,72.49,low,severe,Early Detection,predicted,15,5800,31,12000,Indirect,222,84000,111,42000,74
United Republic of Tanzania,TZA,834,AFR,2005,38824384,3.99,202,78000,3005,6762,11517,16230,37514,2727,7558,12619,17583,40486,96.07,medium,severe,Advanced Infection,predicted,15,5700,28,11000,Indirect,215,83000,105,41000,73
United Republic of Tanzania,TZA,834,AFR,2006,39942347,5.49,195,78000,2709,8050,12178,17184,40122,2770,7068,11949,16091,37878,78,high,severe,Recovery,predicted,14,5600,26,10000,Indirect,206,82000,99,40000,72
United Republic of Tanzania,TZA,834,AFR,2007,41119693,1.68,189,78000,2046,6976,11740,16661,37423,3171,8486,12500,16420,40577,52.26,high,severe,Early Detection,predicted,14,5600,22,9100,Indirect,197,81000,91,38000,73
United Republic of Tanzania,TZA,834,AFR,2008,42353790,6.94,181,77000,2541,6716,11244,14787,35288,2917,7539,12959,18297,41712,70.39,medium,mild,Advanced Infection,predicted,13,5400,20,8400,Indirect,188,80000,86,36000,76
United Republic of Tanzania,TZA,834,AFR,2009,43639752,1.76,171,75000,3353,8304,11802,15374,38832,2063,6106,11572,16427,36168,70.82,low,mild,Recovery,predicted,12,5100,19,8200,Indirect,181,79000,84,37000,78
United Republic of Tanzania,TZA,834,AFR,2010,44973330,3.17,167,75000,3665,8107,13094,17726,42593,2345,6433,10128,13501,32407,98.27,low,severe,Recovery,predicted,11,5100,17,7700,Indirect,174,78000,79,35000,78
United Republic of Tanzania,TZA,834,AFR,2011,46354607,5.08,166,77000,3396,8542,13845,18236,44018,1743,6484,10268,14487,32982,79.96,high,mild,Early Detection,predicted,11,5300,16,7300,Indirect,170,79000,74,34000,75
United Republic of Tanzania,TZA,834,AFR,2012,47783107,7.98,167,80000,2462,7274,12077,15423,37236,2572,7995,13587,18609,42764,81.78,high,mild,Recovery,predicted,12,5600,14,6800,Indirect,166,80000,68,33000,79
United Republic of Tanzania,TZA,834,AFR,2013,49253126,7.42,172,85000,2380,7215,11970,17075,38640,2400,7989,14524,21446,46360,85.66,medium,mild,Advanced Infection,predicted,12,6000,12,6100,Indirect,164,81000,61,30000,79
USA,USA,840,AMR,1990,254506647,6.49,14,37000,1505,3207,5566,7699,17976,1551,3418,5953,8102,19024,88.5,medium,moderate,Recovery,predicted,0.74,1900,0.08,190,VR,12,30000,0.45,1200,85
USA,USA,840,AMR,1991,257076988,1.64,15,38000,1854,4395,6517,8844,21610,1260,3117,4990,7023,16390,81.75,medium,mild,Early Detection,predicted,0.69,1800,0.09,240,VR,12,30000,0.52,1300,87
USA,USA,840,AMR,1992,259652287,5.52,14,38000,1360,3801,6061,7973,19194,1317,3487,5986,8016,18806,61.86,low,mild,Recovery,predicted,0.67,1700,0.1,270,VR,11,30000,0.56,1500,90
USA,USA,840,AMR,1993,262290373,0.97,14,37000,1395,3438,5841,7722,18396,1636,3459,5828,7681,18604,93.7,low,severe,Recovery,predicted,0.64,1700,0.11,290,VR,11,29000,0.58,1500,87
USA,USA,840,AMR,1994,265070064,3.84,13,35000,1546,4018,6018,7893,19475,1284,2890,4707,6643,15525,86.61,high,severe,Advanced Infection,predicted,0.57,1500,0.11,290,VR,10,28000,0.57,1500,88
USA,USA,840,AMR,1995,268039654,4.19,12,33000,974,3145,4907,6882,15908,1122,3361,5445,7164,17092,87.09,high,moderate,Advanced Infection,predicted,0.51,1400,0.1,280,VR,9.8,26000,0.56,1500,87
USA,USA,840,AMR,1996,271231546,0.49,11,31000,1335,3406,5076,6543,16360,948,2883,4615,6193,14640,99.83,high,moderate,Advanced Infection,predicted,0.46,1200,0.08,230,VR,9.1,25000,0.5,1400,86
USA,USA,840,AMR,1997,274606475,2.81,10,29000,1043,2633,4946,7110,15732,940,2559,4106,5663,13268,90.13,medium,mild,Advanced Infection,predicted,0.44,1200,0.06,170,VR,8.4,23000,0.4,1100,86
USA,USA,840,AMR,1998,278053607,9.56,9.5,26000,1031,2686,4022,5326,13066,775,2378,3875,5906,12934,91.46,low,mild,Recovery,predicted,0.42,1200,0.06,160,VR,7.7,21000,0.39,1100,86
USA,USA,840,AMR,1999,281419130,9.54,8.6,24000,862,2150,3382,4562,10956,910,2369,4204,5562,13044,97.57,high,severe,Advanced Infection,predicted,0.34,970,0.05,130,VR,7.1,20000,0.35,990,88
USA,USA,840,AMR,2000,284594395,3.59,8,23000,880,2709,4133,5539,13261,765,1865,2949,4160,9739,57.56,high,mild,Recovery,predicted,0.28,810,0.04,130,VR,6.6,19000,0.36,1000,87
USA,USA,840,AMR,2001,287532638,0.53,7.6,22000,603,2255,3515,4803,11176,574,1958,3292,5000,10824,74.89,high,mild,Advanced Infection,predicted,0.28,790,0.05,130,VR,6.2,18000,0.37,1100,89
USA,USA,840,AMR,2002,290270187,1.87,7.4,21000,757,2433,3758,5018,11966,569,1569,2863,4033,9034,79.03,high,mild,Advanced Infection,predicted,0.28,810,0.05,140,VR,6,17000,0.39,1100,86
USA,USA,840,AMR,2003,292883010,3.98,7.1,21000,991,2089,3494,4988,11562,589,1721,3015,4113,9438,66.46,high,mild,Advanced Infection,predicted,0.25,740,0.05,150,VR,5.8,17000,0.4,1200,87
USA,USA,840,AMR,2004,295487267,9.48,7,21000,801,1995,3551,4998,11345,646,1653,2985,4371,9655,91.97,high,mild,Recovery,predicted,0.23,690,0.05,160,VR,5.7,17000,0.41,1200,87
USA,USA,840,AMR,2005,298165797,1.5,6.8,20000,1078,2233,3375,4775,11461,562,1486,2622,3869,8539,88.12,low,mild,Advanced Infection,predicted,0.22,660,0.05,160,VR,5.5,16000,0.4,1200,86
USA,USA,840,AMR,2006,300942917,7.66,6.5,20000,721,2100,3366,4962,11148,804,1702,2743,3603,8852,86.04,high,mild,Recovery,predicted,0.22,660,0.05,150,VR,5.3,16000,0.38,1100,87
USA,USA,840,AMR,2007,303786752,1.18,6.2,19000,660,1974,3178,4531,10343,685,1588,2592,3791,8657,99.86,low,mild,Advanced Infection,predicted,0.19,560,0.05,140,VR,5,15000,0.35,1000,88
USA,USA,840,AMR,2008,306657153,9.81,5.9,18000,795,1975,2969,4298,10038,666,1436,2504,3357,7962,62.97,medium,severe,Advanced Infection,predicted,0.2,600,0.04,120,VR,4.7,14000,0.31,940,89
USA,USA,840,AMR,2009,309491893,3.88,5.5,17000,690,1735,2825,4276,9526,397,1425,2300,3352,7474,86.77,low,moderate,Early Detection,predicted,0.18,550,0.03,100,VR,4.4,14000,0.27,840,84
USA,USA,840,AMR,2010,312247116,7.77,5.1,16000,420,1337,2285,3286,7328,514,1678,2628,3851,8672,77.57,medium,mild,Advanced Infection,predicted,0.19,590,0.03,87,VR,4.1,13000,0.24,750,87
USA,USA,840,AMR,2011,314911752,3.49,4.7,15000,495,1679,2592,3467,8233,609,1280,1983,2894,6767,65.65,low,severe,Recovery,predicted,0.18,560,0.03,80,VR imputed,3.8,12000,0.23,710,87
USA,USA,840,AMR,2012,317505266,6.31,4.4,14000,342,1110,1982,2927,6360,431,1492,2350,3367,7640,58.03,low,mild,Early Detection,predicted,0.16,520,0.02,79,VR imputed,3.6,11000,0.22,700,88
USA,USA,840,AMR,2013,320050716,2,4.1,13000,420,1160,2045,2785,6411,552,1297,1993,2748,6589,94.79,high,mild,Recovery,predicted,0.15,490,0.02,80,VR imputed,3.3,11000,0.22,710,86
Uruguay,URY,858,AMR,1990,3109941,1.55,40,1200,49,121,193,274,637,41,112,180,231,563,79.77,low,moderate,Recovery,predicted,2.7,85,0.03,1,VR,31,950,0.13,4.2,93
Uruguay,URY,858,AMR,1991,3131936,9.39,36,1100,46,111,186,263,605,38,94,151,212,495,91.25,low,severe,Early Detection,predicted,2.7,84,0.03,1,VR imputed,29,890,0.19,6.1,85
Uruguay,URY,858,AMR,1992,3154657,9.18,34,1100,53,118,190,277,638,37,93,141,191,462,77.27,high,mild,Advanced Infection,predicted,2.7,84,0.03,1,VR imputed,27,850,0.26,8.3,83
Uruguay,URY,858,AMR,1993,3177867,8.89,32,1000,31,101,156,223,511,31,82,152,224,489,61,medium,moderate,Early Detection,predicted,2.6,84,0.06,2,VR,25,810,0.33,10,85
Uruguay,URY,858,AMR,1994,3201235,6.29,30,960,36,103,156,223,517,30,86,140,186,443,66.88,high,moderate,Recovery,predicted,1.9,62,0.06,2,VR,24,780,0.39,12,85
Uruguay,URY,858,AMR,1995,3224383,8.1,29,950,49,105,166,228,548,31,72,124,175,402,69.08,high,mild,Advanced Infection,predicted,2.4,76,0.09,3,VR,24,760,0.46,15,82
Uruguay,URY,858,AMR,1996,3247585,0.78,29,950,35,94,143,203,475,36,92,149,198,475,98.65,high,mild,Early Detection,predicted,2.3,75,0.09,3,VR,23,760,0.55,18,93
Uruguay,URY,858,AMR,1997,3270549,3.41,29,940,47,108,166,232,553,33,77,120,157,387,50.28,medium,severe,Recovery,predicted,2.6,83,0.12,4,VR,23,760,0.63,21,94
Uruguay,URY,858,AMR,1998,3291677,3.21,29,950,42,105,177,246,569,29,75,117,160,381,99.28,low,severe,Advanced Infection,predicted,2,65,0.12,4,VR,23,760,0.69,23,88
Uruguay,URY,858,AMR,1999,3308884,6.39,29,960,29,81,146,205,461,36,92,151,219,499,99.02,low,mild,Recovery,predicted,2.1,69,0.15,5,VR,23,760,0.88,29,83
Uruguay,URY,858,AMR,2000,3320841,3.62,29,950,29,81,133,186,429,39,93,159,230,521,99.81,high,mild,Advanced Infection,predicted,2.1,69,0.21,7,VR,23,760,1.2,39,85
Uruguay,URY,858,AMR,2001,3326762,1.57,28,920,27,81,132,185,424,38,103,151,204,496,73.83,high,moderate,Advanced Infection,predicted,2.2,72,0.27,9,VR,22,750,1.6,52,92
Uruguay,URY,858,AMR,2002,3327500,6.01,27,890,32,89,154,211,487,22,76,127,178,403,98.19,low,severe,Early Detection,predicted,1.6,52,0.33,11,VR,22,740,2.1,69,73
Uruguay,URY,858,AMR,2003,3325411,8.16,26,850,26,85,134,191,436,30,78,124,181,414,69.78,low,mild,Advanced Infection,predicted,2,66,0.45,15,VR,22,720,2.8,93,89
Uruguay,URY,858,AMR,2004,3323822,3.88,25,820,26,86,143,212,468,24,64,108,157,352,51.31,low,mild,Recovery,predicted,2.1,70,0.57,19,VR,21,710,3.5,120,100
Uruguay,URY,858,AMR,2005,3325155,1.41,24,790,34,84,131,188,437,23,66,106,158,353,61.22,medium,severe,Advanced Infection,predicted,1.7,55,0.66,22,VR,21,710,4.1,140,88
Uruguay,URY,858,AMR,2006,3330217,2.05,24,790,25,74,117,168,384,26,79,121,180,406,97.26,medium,mild,Recovery,predicted,0.91,30,0.69,23,VR,22,720,4.4,150,78
Uruguay,URY,858,AMR,2007,3338384,2.45,24,810,31,81,150,217,478,27,58,100,147,332,50.69,high,moderate,Advanced Infection,predicted,1.9,65,0.66,22,VR,22,730,4.3,140,83
Uruguay,URY,858,AMR,2008,3348898,3.07,25,850,29,95,149,213,486,21,72,114,157,364,77.3,medium,moderate,Advanced Infection,predicted,1.2,42,0.63,21,VR,23,760,4,130,90
Uruguay,URY,858,AMR,2009,3360431,6.46,27,910,29,86,143,203,462,39,87,137,185,448,53.78,high,mild,Early Detection,predicted,1.8,60,0.6,20,VR,24,800,3.7,130,89
Uruguay,URY,858,AMR,2010,3371982,6.05,29,970,33,97,170,232,532,28,87,137,186,438,64.32,low,severe,Advanced Infection,predicted,1.3,45,0.59,20,VR,25,840,3.6,120,83
Uruguay,URY,858,AMR,2011,3383486,6.99,31,1000,42,101,157,220,519,36,94,149,203,481,54.4,low,moderate,Advanced Infection,predicted,1.3,44,0.65,22,VR imputed,26,890,3.8,130,91
Uruguay,URY,858,AMR,2012,3395253,3.69,33,1100,54,128,199,278,660,35,91,135,179,440,92.98,high,severe,Recovery,predicted,1.2,42,0.59,20,VR imputed,28,950,3.9,130,85
Uruguay,URY,858,AMR,2013,3407062,8.26,35,1200,40,113,178,253,585,42,108,190,275,615,79.55,low,severe,Recovery,predicted,1.2,40,0.59,20,VR imputed,30,1000,3.8,130,87
US Virgin Islands,VIR,850,AMR,1990,103253,2.12,5.5,5,0,0,1,1,2,0,1,1,1,3,95.11,high,severe,Recovery,predicted,1.8,1.9,0,0,VR imputed,4.5,4.6,17.3,4148,87
US Virgin Islands,VIR,850,AMR,1991,103613,4.74,5.2,5,0,1,1,1,3,0,0,1,1,2,84.42,high,moderate,Advanced Infection,predicted,1.8,1.9,0,0,VR imputed,4.4,4.6,11.1,700.1,87
US Virgin Islands,VIR,850,AMR,1992,104342,8.03,7.4,7,0,1,1,1,3,0,1,1,2,4,98.55,high,moderate,Recovery,predicted,1.8,1.9,0,0,VR imputed,6,6.2,26.2,1501.3,26.9
US Virgin Islands,VIR,850,AMR,1993,105293,1.88,12,13,0,1,2,3,6,1,1,2,3,7,75.49,medium,mild,Recovery,predicted,1.8,1.9,0,0,VR imputed,8,8.5,7.8,1863.3,46.1
US Virgin Islands,VIR,850,AMR,1994,106241,1.19,18,19,1,2,3,5,11,1,2,2,3,8,81.94,high,severe,Advanced Infection,predicted,1.8,1.9,0,0,VR imputed,11,12,28.3,4552.1,87
US Virgin Islands,VIR,850,AMR,1995,107018,8.85,7.2,7,0,1,1,1,3,0,1,1,2,4,78.82,high,moderate,Recovery,predicted,1.8,1.9,0,0,VR imputed,4.3,4.6,31.1,3815.1,87
US Virgin Islands,VIR,850,AMR,1996,107589,3.5,12,13,1,1,2,3,7,0,1,2,3,6,74.21,high,moderate,Early Detection,predicted,1.8,2,0,0,VR imputed,8.6,9.2,5,1123.2,87
US Virgin Islands,VIR,850,AMR,1997,108002,6.87,9.8,11,0,1,2,3,6,0,1,2,2,5,92.3,medium,mild,Early Detection,predicted,0.94,1,0,0,VR,7.7,8.3,26.2,3644.4,60.1
US Virgin Islands,VIR,850,AMR,1998,108271,0.35,9.8,11,0,1,2,2,5,1,1,2,3,6,82.23,low,moderate,Recovery,predicted,2.8,3,0,0,VR,7.7,8.4,38.7,4316.5,8.6
US Virgin Islands,VIR,850,AMR,1999,108431,6.93,9.8,11,0,1,2,3,6,0,1,2,2,5,90.07,medium,moderate,Recovery,predicted,2.8,3,0,0,VR,7.7,8.4,7.8,2370.5,50.1
US Virgin Islands,VIR,850,AMR,2000,108511,3.23,9.9,11,0,1,2,3,6,0,1,2,2,5,89.32,high,moderate,Recovery,predicted,2.8,3,0,0,VR,7.7,8.4,36.6,1499.2,62.6
US Virgin Islands,VIR,850,AMR,2001,108511,0.65,9.9,11,0,1,2,3,6,0,1,2,2,5,59.55,medium,mild,Advanced Infection,predicted,0.94,1,0,0,VR,7.7,8.4,24.4,4138.7,28.9
US Virgin Islands,VIR,850,AMR,2002,108422,6.14,9.9,11,0,1,2,3,6,0,1,2,2,5,82.51,low,mild,Early Detection,predicted,0.94,1,0,0,VR,7.7,8.4,23.8,3723.6,19.6
US Virgin Islands,VIR,850,AMR,2003,108259,2.48,9.9,11,0,1,2,3,6,0,1,2,2,5,59.98,low,severe,Early Detection,predicted,0.95,1,0,0,VR,7.7,8.4,2.1,474.9,46.2
US Virgin Islands,VIR,850,AMR,2004,108034,3.93,9.9,11,0,1,2,3,6,0,1,2,2,5,79.17,high,moderate,Recovery,predicted,0.95,1,0,0,VR,7.7,8.3,30.1,4063.7,16.8
US Virgin Islands,VIR,850,AMR,2005,107768,0.9,9.9,11,0,1,2,2,5,0,1,2,3,6,83.87,low,mild,Recovery,predicted,0.94,1,0,0,VR,7.7,8.3,19.2,2977.7,26.2
US Virgin Islands,VIR,850,AMR,2006,107458,1.56,9.9,11,0,1,2,2,5,0,1,2,3,6,99.86,medium,mild,Advanced Infection,predicted,0.95,1,0,0,VR,7.7,8.3,29,4592.1,61.2
US Virgin Islands,VIR,850,AMR,2007,107116,3.05,9.9,11,0,1,2,3,6,0,1,2,2,5,51.53,medium,mild,Advanced Infection,predicted,0.96,1,0,0,VR,7.7,8.3,32.6,1162.5,40.3
US Virgin Islands,VIR,850,AMR,2008,106788,0.99,9.9,11,0,1,2,3,6,0,1,2,2,5,54.56,low,severe,Early Detection,predicted,0.96,1,0,0,VR imputed,7.7,8.2,21.1,1573.9,6.5
US Virgin Islands,VIR,850,AMR,2009,106530,9.12,9.9,11,0,1,2,2,5,1,1,2,3,6,53.85,high,severe,Advanced Infection,predicted,0.97,1,0,0,VR,7.7,8.2,10.6,3311.7,22.5
US Virgin Islands,VIR,850,AMR,2010,106382,0.16,9.9,11,0,1,2,3,6,0,1,2,2,5,69.92,high,severe,Early Detection,predicted,0.98,1,0,0,VR,7.7,8.2,5.7,2936.4,42.8
US Virgin Islands,VIR,850,AMR,2011,106364,4.89,9.9,11,0,1,2,2,5,0,1,2,3,6,91.08,medium,severe,Recovery,predicted,0.97,1,0,0,VR imputed,7.7,8.2,6.5,2355.1,32.8
US Virgin Islands,VIR,850,AMR,2012,106462,1.32,9.9,11,0,1,2,2,5,0,1,2,3,6,92.2,low,severe,Recovery,predicted,0.97,1,0,0,VR imputed,7.7,8.2,34.9,4547.4,45
US Virgin Islands,VIR,850,AMR,2013,106627,3.15,9.9,11,0,1,2,3,6,0,1,2,2,5,86.85,medium,moderate,Early Detection,predicted,0.97,1,0,0,VR imputed,7.7,8.2,5,3442.4,51.9
Uzbekistan,UZB,860,EUR,1990,20555113,9.27,100,20000,871,1925,3272,4286,10355,711,1720,3014,4201,9645,94.84,medium,moderate,Recovery,predicted,8.3,1700,0,1,VR,65,13000,0.01,2.9,70
Uzbekistan,UZB,860,EUR,1991,21042262,1.7,101,21000,711,2049,3986,5424,12170,802,1767,2657,3604,8830,66.14,medium,mild,Advanced Infection,predicted,8.6,1800,0.02,5,VR,66,14000,0.07,16,32.8
Uzbekistan,UZB,860,EUR,1992,21534297,9.66,101,22000,578,1884,3281,4572,10315,765,2152,3804,4964,11685,54.41,high,severe,Recovery,predicted,8.1,1700,0.06,12,VR,66,14000,0.19,40,66
Uzbekistan,UZB,860,EUR,1993,22023116,2.14,101,22000,785,1729,3086,4426,10026,866,2195,3631,5282,11974,52.91,low,severe,Recovery,predicted,9.4,2100,0.1,22,VR,67,15000,0.34,75,66
Uzbekistan,UZB,860,EUR,1994,22498069,7.44,103,23000,925,2061,3548,4743,11277,650,2020,3665,5388,11723,92.61,low,mild,Early Detection,predicted,10,2300,0.16,37,VR,69,16000,0.57,130,96
Uzbekistan,UZB,860,EUR,1995,22950898,5.51,108,25000,1209,2790,4488,5988,14475,708,2030,3189,4598,10525,86.52,high,moderate,Advanced Infection,predicted,12,2700,0.26,59,VR,72,16000,0.88,200,60
Uzbekistan,UZB,860,EUR,1996,23381250,8.86,114,27000,994,2323,4102,5514,12932,1148,2886,4343,5691,14068,84.93,medium,severe,Advanced Infection,predicted,13,3200,0.37,87,VR,76,18000,1.3,300,67
Uzbekistan,UZB,860,EUR,1997,23789736,5.58,122,29000,1071,2865,4991,6904,15831,887,2572,4118,5592,13169,66.98,medium,severe,Recovery,predicted,14,3400,0.5,120,VR,81,19000,1.7,410,69
Uzbekistan,UZB,860,EUR,1998,24170760,5.39,131,32000,1192,3132,5096,7039,16459,1241,2893,4935,6472,15541,69,high,severe,Recovery,predicted,16,3800,0.65,160,VR,87,21000,2.2,530,70
Uzbekistan,UZB,860,EUR,1999,24517962,2.04,139,34000,1269,3008,4626,6585,15488,1443,3522,5920,7627,18512,97.91,low,moderate,Advanced Infection,predicted,16,3900,0.81,200,VR,93,23000,2.7,670,66
Uzbekistan,UZB,860,EUR,2000,24828562,1.75,146,36000,1340,3329,5884,8446,18999,922,3348,5179,7552,17001,53.19,high,moderate,Advanced Infection,predicted,17,4300,0.97,240,VR,99,25000,3.3,810,64
Uzbekistan,UZB,860,EUR,2001,25098636,9.17,154,39000,999,3856,6011,7971,18836,1575,3874,6364,8350,20164,88.69,low,severe,Early Detection,predicted,18,4500,1.1,280,VR,105,26000,3.8,950,66
Uzbekistan,UZB,860,EUR,2002,25334021,3.35,162,41000,1572,3947,6739,9345,21603,1277,3845,5808,8466,19397,65.48,low,severe,Recovery,predicted,18,4500,1.3,320,VR,110,28000,4.3,1100,74
Uzbekistan,UZB,860,EUR,2003,25553928,3.78,168,43000,1956,4883,7493,9562,23894,1622,3718,5772,7994,19106,51.95,low,mild,Recovery,predicted,17,4300,1.4,350,VR,115,29000,4.7,1200,83
Uzbekistan,UZB,860,EUR,2004,25784397,7.62,171,44000,1616,4409,7114,9491,22630,1460,4166,6494,9250,21370,87.13,medium,mild,Advanced Infection,predicted,15,3800,1.5,380,VR,117,30000,5,1300,67
Uzbekistan,UZB,860,EUR,2005,26044401,3.45,174,45000,1989,5086,7425,10372,24872,1167,3952,6494,8516,20128,66.55,medium,moderate,Early Detection,predicted,14,3500,1.6,410,VR,118,31000,5.2,1400,70
Uzbekistan,UZB,860,EUR,2006,26340696,9.53,172,45000,2296,5249,7878,11187,26610,1406,3698,5622,7664,18390,86.11,high,mild,Advanced Infection,predicted,13,3300,1.6,420,VR imputed,116,31000,5.2,1400,78
Uzbekistan,UZB,860,EUR,2007,26668950,7.41,167,44000,1473,4408,7508,10002,23392,1204,3887,6680,8837,20608,85.38,high,severe,Recovery,predicted,12,3100,1.6,410,VR imputed,113,30000,5,1300,66
Uzbekistan,UZB,860,EUR,2008,27023200,6.01,159,43000,1699,4218,6521,9375,21813,1500,4212,6474,9001,21187,76.74,medium,moderate,Recovery,predicted,11,3000,1.5,400,VR imputed,108,29000,4.8,1300,59
Uzbekistan,UZB,860,EUR,2009,27392784,8.82,149,41000,1295,3694,6176,8509,19673,1268,4264,6626,9170,21327,88.87,high,mild,Recovery,predicted,10,2800,1.4,390,VR imputed,102,28000,4.5,1200,72
Uzbekistan,UZB,860,EUR,2010,27769270,0.59,140,39000,1288,3374,5913,7826,18401,1558,4033,6388,8619,20599,79.05,medium,moderate,Recovery,predicted,9.5,2600,1.3,370,VR imputed,96,27000,4.2,1200,63
Uzbekistan,UZB,860,EUR,2011,28151746,2.64,132,37000,1248,3209,5197,7420,17074,1677,3873,6189,8187,19926,64.33,medium,severe,Early Detection,predicted,8.8,2500,1.2,330,VR imputed,90,25000,3.9,1100,60
Uzbekistan,UZB,860,EUR,2012,28541423,4.7,125,36000,1085,3221,5468,7661,17435,1033,3660,5763,8109,18565,86.71,low,mild,Recovery,predicted,8.2,2300,0.98,280,VR imputed,85,24000,3.6,1000,61
Uzbekistan,UZB,860,EUR,2013,28934102,2.35,120,35000,1069,3430,5754,8280,18533,1020,2709,5168,7569,16467,79.46,low,mild,Advanced Infection,predicted,7.6,2200,0.78,230,VR imputed,80,23000,3.2,930,89
Vanuatu,VUT,548,WPR,1990,146633,7.46,151,220,8,22,38,55,123,6,18,31,42,97,50.64,medium,mild,Early Detection,predicted,7,10,0,0,Indirect,127,190,15.5,4329.4,75
Vanuatu,VUT,548,WPR,1991,150779,9.2,353,530,15,53,84,122,275,20,49,80,105,255,95.08,low,severe,Early Detection,predicted,43,65,0,0,Indirect,203,310,13.4,934.2,75
Vanuatu,VUT,548,WPR,1992,155242,4.3,268,420,14,47,77,103,241,10,32,57,79,179,77.28,medium,moderate,Recovery,predicted,29,46,0,0,Indirect,166,260,34.8,4443.5,75
Vanuatu,VUT,548,WPR,1993,159814,3.49,109,170,8,18,28,38,92,4,14,24,35,78,93.43,low,mild,Early Detection,predicted,5.3,8.5,0,0,Indirect,95,150,19.2,2813.2,75
Vanuatu,VUT,548,WPR,1994,164209,9.62,178,290,8,27,50,73,158,10,26,40,56,132,94.14,high,moderate,Recovery,predicted,16,26,0,0,Indirect,123,200,40.1,205.8,75
Vanuatu,VUT,548,WPR,1995,168236,4.5,98,170,7,15,27,36,84,7,18,27,35,86,72.25,high,moderate,Early Detection,predicted,2.7,4.5,0,0,Indirect,63,110,29.7,1429.3,75
Vanuatu,VUT,548,WPR,1996,171802,4.94,125,210,10,22,38,52,122,7,18,28,35,88,75.38,medium,moderate,Early Detection,predicted,7.9,14,0,0,Indirect,98,170,34.2,157,75
Vanuatu,VUT,548,WPR,1997,175004,3.58,234,410,12,38,60,88,198,16,41,66,90,212,70.79,medium,severe,Advanced Infection,predicted,27,47,0,0,Indirect,140,250,4,2784.8,75
Vanuatu,VUT,548,WPR,1998,178074,9.1,220,390,13,36,60,81,190,15,39,61,84,200,72.47,low,severe,Advanced Infection,predicted,25,45,0,0,Indirect,133,240,10.2,1986.4,75
Vanuatu,VUT,548,WPR,1999,181346,5.73,111,200,10,22,34,46,112,6,18,26,38,88,94.76,low,mild,Advanced Infection,predicted,6.7,12,0,0,Indirect,88,160,5.4,6018.9,75
Vanuatu,VUT,548,WPR,2000,185058,7.65,168,310,12,32,53,74,171,11,27,43,59,139,89.41,medium,mild,Early Detection,predicted,17,31,0,0,Indirect,110,200,18.7,5293.9,75
Vanuatu,VUT,548,WPR,2001,189285,8.14,206,390,18,40,67,96,222,15,34,50,69,168,56.33,high,moderate,Advanced Infection,predicted,24,45,0,0,Indirect,123,230,28.9,5032.8,75
Vanuatu,VUT,548,WPR,2002,193950,3.48,79,150,5,14,26,38,82,5,14,20,29,68,80.52,high,moderate,Advanced Infection,predicted,2.9,5.6,0,0,Indirect,69,130,6.8,3054.5,75
Vanuatu,VUT,548,WPR,2003,198952,4.39,89,180,8,18,28,42,97,6,15,26,36,83,99.8,medium,moderate,Advanced Infection,predicted,5.8,11,0,0,Indirect,69,140,5.2,4919.5,76
Vanuatu,VUT,548,WPR,2004,204135,8.5,137,280,12,29,46,66,153,7,25,38,57,127,79.78,high,severe,Early Detection,predicted,15,30,0,0,Indirect,86,170,24.7,1626.7,66
